age,potential,growth,hieght,weight,foot,pos1,base_potential,market_value_millions,wages_dollars,release_clause
22,65,9,178,77,Left,CM,56,0.325,5000.0,0.0
17,70,16,174,68,Right,ST,54,0.275,500.0,0.543
19,71,11,185,82,Left,ST,60,0.525,2000.0,1.2
19,70,14,196,80,Right,GK,56,0.3,500.0,0.623
20,63,9,189,85,Right,GK,54,0.2,500.0,0.31
31,66,0,163,57,Left,CM,66,0.7,500.0,1.5
18,76,15,178,72,Right,ST,61,0.775,1000.0,1.7
18,66,9,190,82,Right,CB,57,0.325,500.0,0.504
19,80,17,180,73,Right,ST,63,1.3,4000.0,3.0
18,69,14,181,68,Right,CAM,55,0.3,800.0,0.653
20,63,10,193,90,Right,GK,53,0.18,1000.0,0.315
26,65,1,186,85,Left,ST,64,0.7,2000.0,0.998
22,69,5,180,71,Right,CM,64,0.9,650.0,1.4
21,68,9,184,74,Right,RW,59,0.5,500.0,0.825
21,73,9,185,84,Right,CB,64,1.2,3000.0,2.1
20,67,11,192,80,Right,CB,56,0.3,2000.0,0.54
20,72,11,192,82,Right,CB,61,0.675,2000.0,1.0
19,77,11,183,77,Right,CDM,66,1.7,3000.0,3.0
18,78,15,194,84,Right,ST,63,1.1,2000.0,2.4
23,67,7,184,75,Left,LWB,60,0.475,3000.0,0.0
23,72,6,188,79,Right,CB,66,1.2,4000.0,2.0
18,72,18,180,75,Left,LW,54,0.275,500.0,0.516
17,72,18,182,69,Right,RB,54,0.25,500.0,0.469
18,71,18,172,65,Right,CM,53,0.24,750.0,0.45
17,70,16,181,69,Right,LB,54,0.25,500.0,0.494
21,61,7,188,80,Right,CB,54,0.2,1000.0,0.39
18,58,6,178,74,Right,RB,52,0.11,500.0,0.215
18,76,16,195,87,Right,GK,60,0.55,500.0,1.6
24,67,3,190,83,Right,CB,64,0.725,1000.0,0.961
29,62,0,180,78,Right,RB,62,0.35,2000.0,0.473
19,61,13,173,65,Right,ST,48,0.11,500.0,0.217
23,69,7,182,77,Left,CM,62,0.0,0.0,0.0
20,67,13,178,70,Right,CAM,54,0.25,500.0,0.706
18,75,15,187,78,Right,ST,60,0.575,2000.0,1.3
18,74,17,180,68,Right,RB,57,0.4,500.0,0.85
22,75,9,184,82,Right,ST,66,1.9,3000.0,3.1
19,67,10,187,85,Right,CB,57,0.325,700.0,0.536
20,75,11,193,83,Left,CB,64,1.2,2000.0,2.0
22,69,6,195,85,Left,ST,63,0.775,3000.0,1.7
23,61,5,173,71,Left,LB,56,0.2,2000.0,0.405
20,73,10,184,70,Right,ST,63,1.1,4000.0,1.9
18,72,18,178,67,Right,CM,54,0.275,500.0,0.516
23,65,7,186,78,Right,ST,58,0.4,500.0,0.66
22,71,9,187,83,Right,ST,62,0.9,5000.0,0.0
26,64,1,180,73,Right,RB,63,0.525,2000.0,0.801
20,64,9,171,67,Left,LW,55,0.275,500.0,0.646
20,65,11,179,65,Right,CDM,54,0.22,1000.0,0.319
17,70,20,191,85,Right,GK,50,0.11,500.0,0.248
20,67,11,183,76,Left,LWB,56,0.3,1000.0,0.495
29,62,0,179,78,Right,CAM,62,0.4,2000.0,0.5
21,62,7,190,85,Right,GK,55,0.22,500.0,0.363
29,64,0,190,79,Left,CDM,64,0.5,700.0,0.725
31,63,0,178,72,Left,LW,63,0.4,700.0,0.58
25,61,1,188,78,Right,RW,60,0.3,500.0,0.458
26,64,1,186,83,Right,ST,63,0.575,5000.0,0.877
17,77,17,180,78,Right,RB,60,0.6,500.0,1.3
20,69,11,172,63,Left,LM,58,0.45,5000.0,0.0
19,73,8,173,68,Right,RM,65,1.5,5000.0,0.0
24,65,6,170,70,Left,LM,59,0.35,2000.0,0.683
19,63,11,174,68,Right,CAM,52,0.17,1000.0,0.332
19,66,13,178,71,Left,LB,53,0.21,1000.0,0.499
19,64,12,185,76,Right,RB,52,0.18,1000.0,0.351
19,63,12,187,82,Right,CB,51,0.13,1000.0,0.254
20,72,10,186,80,Left,RM,62,0.875,2000.0,1.4
25,64,3,187,84,Right,CDM,61,0.4,1000.0,0.61
20,68,11,179,75,Right,RM,57,0.35,500.0,0.508
18,69,15,179,67,Left,LB,54,0.24,500.0,0.45
19,72,13,184,78,Right,LW,59,0.525,600.0,0.984
19,76,17,192,80,Left,CB,59,0.55,2000.0,1.4
26,67,1,177,78,Left,CAM,66,1.0,3000.0,1.4
23,70,8,187,78,Right,GK,62,0.775,950.0,1.5
27,65,1,184,80,Right,RB,64,0.625,2000.0,0.891
20,71,11,180,74,Right,ST,60,0.55,1000.0,1.1
16,77,20,185,65,Right,CM,57,0.45,500.0,1.1
20,71,11,186,84,Right,CB,60,0.5,500.0,0.825
21,66,10,186,73,Right,CB,56,0.3,500.0,0.495
19,71,12,179,74,Right,LB,59,0.5,500.0,0.825
21,69,8,183,83,Right,CDM,61,0.7,750.0,1.2
22,73,8,195,80,Right,ST,65,1.6,2000.0,2.6
20,64,9,176,75,Right,RB,55,0.275,900.0,0.426
28,57,0,180,80,Right,CM,57,0.16,2000.0,0.216
28,61,0,181,80,Right,CDM,61,0.3,1000.0,0.405
27,63,2,187,80,Left,CB,61,0.35,1000.0,0.499
20,62,8,181,72,Left,LB,54,0.23,500.0,0.38
20,73,11,188,74,Right,CB,62,0.825,500.0,1.4
20,64,10,184,70,Right,CB,54,0.22,500.0,0.363
22,66,8,190,83,Right,LWB,58,0.425,650.0,0.701
20,74,13,162,63,Left,LM,61,0.8,500.0,2.3
20,74,16,181,61,Left,LB,58,0.525,500.0,1.5
19,74,17,170,65,Right,CM,57,0.425,500.0,1.2
18,74,14,189,72,Right,ST,60,0.575,500.0,1.6
25,64,3,176,66,Right,CM,61,0.425,1000.0,0.776
22,66,9,183,72,Right,CB,57,0.35,600.0,0.613
20,78,8,181,74,Left,CAM,70,3.5,500.0,8.4
19,74,16,192,80,Right,CB,58,0.5,500.0,1.0
18,64,12,193,85,Left,CB,52,0.17,800.0,0.332
18,68,15,168,61,Right,CAM,53,0.22,1000.0,0.523
18,69,16,165,65,Left,CDM,53,0.23,500.0,0.431
24,64,5,187,77,Right,CM,59,0.35,650.0,0.569
22,75,4,191,86,Right,ST,71,2.8,800.0,6.4
18,67,12,190,83,Right,CB,55,0.275,500.0,0.536
21,68,7,186,75,Right,ST,61,0.675,1000.0,1.1
23,67,6,171,68,Right,LM,61,0.525,1000.0,0.866
18,73,16,182,73,Right,RM,57,0.425,600.0,0.0
20,69,8,176,78,Left,LW,61,0.725,1000.0,1.1
24,67,4,179,74,Right,CAM,63,0.7,2000.0,0.998
20,65,9,182,78,Right,RM,56,0.325,950.0,0.504
19,74,13,176,70,Left,CM,61,0.775,1000.0,1.8
26,64,0,187,80,Right,CAM,64,0.65,2000.0,0.878
22,68,8,172,66,Right,RB,60,0.525,1000.0,0.866
18,62,12,177,71,Left,LB,50,0.1,600.0,0.195
29,67,0,190,86,Left,CM,67,1.0,5000.0,1.4
31,63,0,182,79,Left,LB,63,0.35,1000.0,0.473
19,65,12,175,75,Right,CDM,53,0.21,700.0,0.41
18,64,12,188,90,Left,ST,52,0.19,1000.0,0.371
25,68,3,163,65,Left,CM,65,0.95,2000.0,1.5
24,72,5,180,75,Right,CM,67,1.5,3000.0,2.4
22,73,9,185,77,Right,RM,64,1.3,2000.0,2.3
20,72,12,191,82,Right,GK,60,0.525,2000.0,1.2
22,73,9,171,63,Left,LM,64,1.3,2000.0,2.3
22,69,7,178,75,Left,LB,62,0.775,2000.0,1.3
17,64,13,175,65,Right,CAM,51,0.13,500.0,0.283
20,64,10,187,77,Right,CM,54,0.24,500.0,0.576
16,88,22,165,58,Right,CM,66,2.7,500.0,8.2
21,67,5,183,78,Right,CB,62,0.55,500.0,1.3
20,65,7,186,81,Left,CB,58,0.375,1000.0,0.619
23,65,4,169,65,Right,CAM,61,0.475,2000.0,0.724
20,66,7,188,80,Right,CB,59,0.425,1000.0,0.723
25,59,3,177,65,Right,CM,56,0.19,4000.0,0.328
24,59,3,174,68,Right,LM,56,0.2,2000.0,0.345
19,74,15,191,88,Left,LM,59,0.525,2000.0,1.2
23,75,8,187,88,Right,CM,67,2.3,7000.0,4.1
20,73,13,183,87,Right,CB,60,0.55,4000.0,1.4
25,63,4,194,82,Right,CB,59,0.275,1000.0,0.419
18,74,14,180,68,Right,RB,60,0.55,500.0,1.1
19,69,14,178,71,Right,CM,55,0.3,500.0,0.833
21,70,8,184,76,Right,CDM,62,0.85,500.0,2.0
18,67,14,184,69,Right,CM,53,0.22,500.0,0.611
31,63,0,195,79,Left,GK,63,0.25,1000.0,0.338
18,72,14,173,68,Right,CM,58,0.475,1000.0,0.986
20,77,9,191,85,Right,CB,68,2.5,6000.0,4.5
27,63,0,190,84,Right,ST,63,0.525,2000.0,0.709
17,71,18,175,75,Left,LB,53,0.22,500.0,0.435
19,69,12,188,77,Right,GK,57,0.35,500.0,0.578
20,72,9,175,75,Right,CM,63,1.0,2000.0,1.7
20,68,10,180,76,Right,CDM,58,0.425,1000.0,0.701
20,70,8,193,81,Right,CB,62,0.825,1000.0,1.4
19,73,12,181,73,Right,CM,61,0.775,500.0,1.4
26,68,1,192,88,Right,ST,67,1.2,1000.0,2.0
27,69,2,195,82,Right,CB,67,1.1,7000.0,1.7
20,71,13,174,70,Left,LB,58,0.475,500.0,0.986
28,73,0,169,61,Right,RM,73,3.1,750.0,6.8
23,81,6,173,64,Left,ST,75,9.0,800.0,21.6
23,78,7,177,65,Right,ST,71,3.8,500.0,9.1
18,74,16,183,75,Right,CDM,58,0.5,1000.0,1.2
30,61,0,185,80,Right,CB,61,0.275,950.0,0.371
22,63,4,185,76,Left,LM,59,0.325,750.0,0.463
22,70,8,191,85,Left,CB,62,0.825,900.0,1.3
18,65,9,191,76,Right,CDM,56,0.275,500.0,0.426
21,65,8,193,85,Right,ST,57,0.375,800.0,0.581
28,60,0,194,86,Left,ST,60,0.25,1000.0,0.338
17,77,16,194,87,Right,CB,61,0.775,500.0,1.9
18,82,9,168,59,Right,CB,73,6.0,500.0,14.4
20,77,8,164,55,Right,CB,69,2.9,500.0,7.0
21,72,12,181,77,Right,LM,60,0.6,1000.0,1.2
20,79,9,180,66,Right,GK,70,3.0,500.0,7.2
21,72,8,174,61,Right,GK,64,1.1,500.0,2.6
19,71,12,170,66,Left,RW,59,0.525,2000.0,1.0
19,65,13,187,83,Left,ST,52,0.19,2000.0,0.451
19,70,13,180,78,Left,ST,57,0.4,900.0,0.85
19,67,13,180,78,Right,ST,54,0.25,850.0,0.531
19,76,11,193,76,Right,ST,65,1.6,3000.0,2.7
19,77,17,168,60,Right,CAM,60,0.625,1000.0,1.3
25,67,3,168,62,Right,CM,64,0.775,2000.0,1.3
26,66,0,181,74,Right,RM,66,0.925,3000.0,1.5
25,58,1,186,82,Right,LM,57,0.2,2000.0,0.365
19,71,14,180,70,Right,RB,57,0.375,3000.0,0.947
22,64,5,177,60,Left,CDM,59,0.325,800.0,0.463
29,63,0,184,76,Right,RB,63,0.425,950.0,0.659
25,64,3,180,73,Right,RB,61,0.4,700.0,0.65
25,63,3,178,70,Right,CF,60,0.325,800.0,0.528
28,68,0,177,70,Right,CM,68,1.2,2000.0,1.9
33,64,0,180,79,Right,ST,64,0.375,1000.0,0.581
21,77,9,175,70,Right,RWB,68,2.6,6000.0,5.7
21,68,11,173,70,Right,CM,57,0.375,1000.0,0.619
23,69,6,192,88,Right,CDM,63,0.7,2000.0,1.2
34,65,0,196,85,Right,CB,65,0.23,1000.0,0.403
31,63,0,180,75,Right,CDM,63,0.325,1000.0,0.569
22,65,7,180,75,Right,ST,58,0.425,950.0,0.829
24,65,3,180,72,Right,LW,62,0.55,1000.0,1.0
32,61,0,171,69,Right,RB,61,0.23,1000.0,0.403
20,68,10,180,75,Right,CM,58,0.45,800.0,0.878
21,68,8,191,74,Right,CM,60,0.55,800.0,1.1
24,71,6,180,81,Left,RM,65,1.1,2000.0,2.1
25,64,1,180,69,Right,LM,63,0.575,1000.0,1.0
20,72,11,175,72,Right,ST,61,0.725,950.0,1.4
22,70,8,193,91,Right,ST,62,0.9,1000.0,2.0
21,64,9,188,83,Right,GK,55,0.25,800.0,0.488
29,65,0,187,81,Right,CB,65,0.6,1000.0,0.93
23,72,6,176,70,Right,LW,66,1.4,1000.0,2.5
28,64,0,181,73,Right,ST,64,0.6,1000.0,0.93
21,69,13,198,87,Right,RB,56,0.325,1000.0,0.609
25,64,3,188,76,Right,RB,61,0.4,2000.0,0.53
28,56,0,180,74,Left,LB,56,0.13,2000.0,0.163
30,53,0,178,72,Right,RB,53,0.08,2000.0,0.1
18,71,16,178,72,Right,CM,55,0.325,650.0,0.609
26,60,0,182,73,Right,LW,60,0.275,2000.0,0.344
19,65,13,187,79,Right,ST,52,0.19,1000.0,0.356
21,71,8,190,82,Right,RWB,63,1.0,3000.0,1.8
24,66,4,187,78,Right,CB,62,0.525,500.0,1.2
27,62,1,185,80,Right,CB,61,0.325,2000.0,0.496
24,60,4,176,75,Right,ST,56,0.21,2000.0,0.32
19,68,11,190,97,Right,CB,57,0.325,1000.0,0.536
22,66,4,178,72,Right,CM,62,0.575,2000.0,1.0
24,58,5,182,73,Right,ST,53,0.14,2000.0,0.186
27,70,1,168,56,Right,CDM,69,1.4,500.0,3.0
19,71,9,193,75,Left,GK,62,0.75,500.0,1.2
25,73,2,193,88,Right,CB,71,2.1,6000.0,4.6
22,75,6,177,69,Right,RM,69,2.2,12000.0,4.6
25,70,4,174,64,Right,CM,66,1.2,3000.0,2.6
33,60,0,189,82,Left,GK,60,0.08,2000.0,0.16
21,60,8,185,79,Right,GK,52,0.16,1000.0,0.352
27,65,1,188,81,Right,CB,64,0.6,3000.0,1.2
31,61,0,175,70,Right,RM,61,0.275,3000.0,0.55
25,66,4,190,79,Left,ST,62,0.55,3000.0,1.1
31,59,0,190,85,Left,ST,59,0.19,1000.0,0.257
29,59,0,171,70,Right,LM,59,0.22,1000.0,0.297
18,76,20,167,60,Right,CB,56,0.375,500.0,1.2
29,74,0,176,66,Right,CB,74,3.5,750.0,7.7
25,72,3,164,55,Right,CM,69,1.8,500.0,4.1
17,73,20,171,64,Left,LM,53,0.25,500.0,0.8
20,61,13,174,68,Right,LM,48,0.11,500.0,0.217
18,61,14,170,61,Right,GK,47,0.09,500.0,0.178
24,53,5,177,71,Right,CM,48,0.07,500.0,0.1
17,67,15,180,66,Right,CM,52,0.18,500.0,0.356
18,67,15,181,70,Right,CM,52,0.18,500.0,0.356
19,66,15,177,68,Right,ST,51,0.14,800.0,0.277
23,72,8,187,79,Right,CB,64,1.2,2000.0,2.0
24,70,5,183,75,Right,CAM,65,1.1,2000.0,1.7
21,68,9,174,66,Right,CM,59,0.5,950.0,0.825
19,77,13,177,72,Right,RM,64,1.4,1000.0,2.9
23,65,7,196,85,Right,GK,58,0.35,800.0,0.578
19,71,14,178,73,Right,RW,57,0.4,850.0,0.83
22,66,9,185,77,Left,LB,57,0.35,1000.0,0.578
20,74,10,179,72,Right,CM,64,1.3,1000.0,2.1
20,69,10,195,81,Right,LW,59,0.5,1000.0,0.825
18,68,16,175,75,Right,ST,52,0.2,850.0,0.375
18,77,20,183,66,Right,RW,57,0.45,6000.0,1.3
22,66,6,178,74,Left,LB,60,0.375,2000.0,0.638
20,75,12,180,68,Right,RB,63,1.1,2000.0,1.7
20,76,5,171,64,Right,LM,71,2.8,500.0,6.4
20,81,12,154,50,Right,CM,69,3.3,500.0,7.9
17,79,10,170,57,Right,ST,69,2.9,500.0,7.0
21,64,8,179,68,Right,CAM,56,0.325,1000.0,0.504
22,72,7,174,71,Right,RB,65,1.4,950.0,2.5
19,70,11,183,73,Right,CDM,59,0.45,2000.0,0.9
20,58,8,174,64,Left,LB,50,0.1,1000.0,0.175
20,57,8,177,65,Right,RB,49,0.1,1000.0,0.175
18,62,13,185,65,Right,GK,49,0.09,500.0,0.196
19,59,10,178,70,Right,RB,49,0.1,950.0,0.175
18,60,13,171,60,Right,CM,47,0.11,700.0,0.239
17,59,12,186,79,Right,CB,47,0.1,500.0,0.175
21,52,5,180,75,Right,CM,47,0.07,1000.0,0.114
19,58,10,175,68,Right,CB,48,0.09,950.0,0.158
18,67,15,189,81,Right,GK,52,0.16,500.0,0.348
21,56,7,175,72,Right,ST,49,0.1,1000.0,0.175
24,54,6,184,73,Right,CB,48,0.07,1000.0,0.123
17,63,16,175,70,Right,CB,47,0.11,500.0,0.239
18,63,12,196,95,Right,GK,51,0.12,500.0,0.21
29,54,0,173,68,Right,RM,54,0.11,500.0,0.149
27,52,0,178,82,Left,LM,52,0.08,500.0,0.108
23,61,8,173,69,Right,RB,53,0.2,500.0,0.31
28,53,0,178,78,Left,LB,53,0.08,500.0,0.108
21,59,7,180,78,Left,LB,52,0.15,850.0,0.255
24,58,7,175,70,Right,CDM,51,0.11,500.0,0.171
19,69,8,188,80,Right,ST,61,0.725,2000.0,1.7
21,69,9,191,78,Right,GK,60,0.475,500.0,0.76
22,67,6,172,68,Right,CDM,61,0.475,2000.0,1.0
25,69,3,178,72,Right,CAM,66,1.1,4000.0,2.2
18,74,17,188,74,Right,CDM,57,0.4,600.0,1.0
26,68,0,185,76,Right,LM,68,1.3,6000.0,2.5
21,70,8,192,79,Left,CB,62,0.825,2000.0,1.8
28,64,2,190,83,Right,CB,62,0.4,2000.0,0.53
23,73,8,181,74,Right,GK,65,1.4,2000.0,2.0
22,68,9,192,88,Left,CB,59,0.475,2000.0,0.689
18,73,19,179,70,Right,CDM,54,0.25,500.0,0.469
18,61,9,174,68,Right,RWB,52,0.16,500.0,0.312
25,66,3,181,73,Right,CAM,63,0.625,3000.0,0.891
19,74,13,178,68,Right,RB,61,0.75,1000.0,1.5
19,73,15,172,66,Right,CM,58,0.475,1000.0,0.891
23,69,6,188,92,Right,ST,63,0.775,2000.0,0.0
23,66,5,176,75,Left,CAM,61,0.5,1000.0,0.763
21,69,13,176,72,Right,RM,56,0.35,1000.0,0.726
26,60,0,183,76,Right,ST,60,0.275,2000.0,0.399
25,67,5,175,69,Right,CM,62,0.575,2000.0,0.877
25,67,3,187,82,Right,CB,64,0.7,2000.0,1.1
22,66,8,179,77,Right,ST,58,0.45,1000.0,0.743
23,64,7,191,92,Right,GK,57,0.275,900.0,0.454
20,66,11,178,69,Right,CM,55,0.275,1000.0,0.454
30,61,0,179,70,Right,CM,61,0.325,2000.0,0.471
22,68,10,191,76,Right,CB,58,0.425,1000.0,0.701
19,69,15,179,68,Right,CAM,54,0.25,800.0,0.519
25,67,3,187,86,Left,CB,64,0.7,2000.0,1.1
25,68,3,180,78,Right,RB,65,0.875,3000.0,1.3
28,67,0,179,69,Right,CAM,67,1.0,3000.0,1.5
19,70,15,185,80,Right,GK,55,0.25,500.0,0.519
20,67,11,185,72,Right,CM,56,0.3,1000.0,0.495
21,69,6,177,72,Right,LM,63,0.775,750.0,1.3
19,76,16,175,66,Right,CAM,60,0.625,1000.0,1.2
23,69,7,181,74,Right,ST,62,0.8,950.0,1.2
22,72,10,175,69,Left,LB,62,0.85,2000.0,1.2
18,69,13,170,60,Right,RM,56,0.325,500.0,0.902
18,71,10,182,68,Left,LM,61,0.7,500.0,1.6
18,70,12,177,70,Right,RB,58,0.45,500.0,0.878
19,74,14,165,55,Right,RM,60,0.575,500.0,1.6
18,79,14,178,73,Left,CM,65,1.7,2000.0,4.6
19,76,15,175,70,Right,CM,61,0.775,2000.0,2.2
19,77,9,174,61,Right,RM,68,2.6,500.0,6.2
23,75,5,164,55,Right,CAM,70,2.4,500.0,5.5
25,65,5,182,81,Right,CB,60,0.325,4000.0,0.561
27,66,0,190,80,Right,CM,66,0.9,1000.0,1.4
23,73,6,164,54,Left,LW,67,1.6,5000.0,3.7
27,58,0,173,70,Left,LB,58,0.2,4000.0,0.33
23,69,6,185,78,Left,CM,63,0.75,850.0,1.3
21,70,9,188,84,Right,GK,61,0.65,1000.0,1.5
20,71,10,192,87,Right,CF,61,0.725,650.0,1.3
28,61,0,178,64,Right,RB,61,0.3,4000.0,0.495
25,61,5,175,62,Left,CAM,56,0.21,3000.0,0.362
27,58,0,172,62,Left,RM,58,0.22,3000.0,0.363
21,69,9,172,70,Right,CDM,60,0.525,2000.0,0.971
24,58,3,180,68,Right,LM,55,0.17,3000.0,0.293
24,61,6,177,68,Right,CDM,55,0.18,2000.0,0.333
20,65,13,187,83,Right,ST,52,0.19,3000.0,0.432
20,66,14,171,69,Left,ST,52,0.19,4000.0,0.0
18,73,20,168,61,Right,CAM,53,0.25,2000.0,0.65
19,71,17,168,62,Right,RM,54,0.275,3000.0,0.612
28,57,1,160,55,Right,CB,56,0.14,500.0,0.319
17,74,21,181,80,Right,CM,53,0.3,500.0,0.705
21,66,8,179,72,Right,RM,58,0.45,500.0,1.1
19,76,15,181,65,Left,LB,61,0.75,6000.0,0.0
18,59,12,172,67,Right,CAM,47,0.11,500.0,0.193
18,67,17,183,75,Right,CAM,50,0.12,500.0,0.255
22,74,10,174,74,Right,CAM,64,1.3,2000.0,3.0
18,72,20,184,80,Right,RWB,52,0.21,500.0,0.473
19,73,12,165,75,Left,LM,61,0.775,1000.0,1.3
22,65,4,192,85,Right,GK,61,0.375,850.0,0.534
25,64,3,193,80,Right,CB,61,0.375,1000.0,0.534
19,76,14,180,78,Left,LM,62,0.95,800.0,1.9
29,61,0,173,78,Right,CM,61,0.325,1000.0,0.439
29,58,0,189,80,Right,ST,58,0.2,1000.0,0.27
27,62,1,184,78,Right,CB,61,0.325,1000.0,0.463
22,69,7,185,84,Right,CDM,62,0.75,1000.0,1.5
17,72,20,182,78,Right,RW,52,0.22,500.0,0.495
20,72,11,182,75,Left,LB,61,0.675,3000.0,1.6
18,79,15,198,76,Left,GK,64,1.2,500.0,3.2
18,70,14,192,91,Left,CB,56,0.3,500.0,0.713
24,66,4,191,80,Right,GK,62,0.45,900.0,0.641
21,62,11,180,80,Right,GK,51,0.11,700.0,0.182
22,68,7,182,70,Right,RB,61,0.625,1000.0,1.0
21,69,7,172,57,Right,RWB,62,0.775,1000.0,1.3
21,64,9,180,73,Left,CDM,55,0.275,950.0,0.454
26,65,2,179,78,Right,CM,63,0.6,2000.0,0.915
20,65,9,175,67,Right,CM,56,0.3,1000.0,0.495
22,61,8,180,68,Right,CM,53,0.21,1000.0,0.347
17,79,17,183,70,Left,RM,62,1.0,500.0,2.0
23,70,7,180,78,Right,ST,63,0.975,2000.0,1.5
19,62,13,178,70,Left,LW,49,0.11,2000.0,0.239
21,63,7,186,77,Left,ST,56,0.3,2000.0,0.525
19,61,12,173,62,Right,CM,49,0.11,1000.0,0.193
20,58,8,174,64,Left,LB,50,0.1,1000.0,0.175
19,74,14,185,75,Right,ST,60,0.6,950.0,1.2
20,72,11,177,64,Right,RM,61,0.725,1000.0,1.2
18,66,12,180,74,Right,CM,54,0.25,500.0,0.588
18,75,16,188,78,Right,CB,59,0.55,1000.0,1.3
22,66,6,180,75,Left,ST,60,0.4,2000.0,0.68
20,68,9,172,70,Right,ST,59,0.5,2000.0,0.825
19,75,16,175,70,Right,CM,59,0.575,1000.0,1.2
17,81,23,180,74,Right,ST,58,0.65,500.0,1.8
18,77,14,171,61,Right,CAM,63,1.1,500.0,3.1
18,76,13,175,69,Right,RWB,63,1.1,550.0,3.0
18,68,10,180,78,Right,ST,58,0.425,500.0,0.659
17,75,13,169,63,Right,RM,62,0.9,500.0,2.5
21,70,8,182,73,Right,ST,62,0.9,500.0,2.1
18,70,16,181,73,Right,ST,54,0.275,950.0,0.584
25,64,5,189,75,Left,CDM,59,0.3,1000.0,0.458
20,70,11,183,81,Right,CB,59,0.45,1000.0,0.743
17,65,13,180,74,Right,RM,52,0.18,500.0,0.374
18,69,14,185,77,Left,LM,55,0.3,650.0,0.623
19,68,12,188,84,Right,RB,56,0.325,2000.0,0.715
19,68,12,180,73,Right,CM,56,0.35,2000.0,0.77
23,79,7,157,55,Right,RM,72,4.7,550.0,11.3
18,85,19,175,66,Right,CB,66,2.0,500.0,0.0
22,81,9,168,60,Right,CM,72,5.0,550.0,12.0
19,66,8,175,78,Right,RM,58,0.45,500.0,0.698
18,69,7,172,71,Right,RW,62,0.75,500.0,1.8
17,74,13,181,68,Left,LM,61,0.75,500.0,1.5
23,62,5,184,80,Left,ST,57,0.25,500.0,0.381
18,71,18,188,81,Right,CB,53,0.22,500.0,0.446
19,59,7,183,74,Right,ST,52,0.16,2000.0,0.312
20,77,12,185,77,Right,RM,65,1.7,2000.0,3.1
23,61,7,173,68,Right,LW,54,0.22,1000.0,0.363
20,57,8,178,76,Right,ST,49,0.1,1000.0,0.175
20,58,9,184,77,Right,CB,49,0.1,1000.0,0.175
33,50,0,188,86,Right,GK,50,0.015,1000.0,0.023
21,56,7,185,75,Right,CB,49,0.09,1000.0,0.158
21,56,7,180,60,Right,RWB,49,0.09,1000.0,0.158
21,56,8,177,60,Right,CM,48,0.1,1000.0,0.175
18,60,12,170,70,Right,RM,48,0.11,650.0,0.193
18,57,10,182,70,Right,CB,47,0.09,500.0,0.158
25,58,3,168,70,Left,LB,55,0.15,500.0,0.334
19,71,15,178,78,Left,LB,56,0.325,550.0,0.772
18,68,13,168,71,Left,LB,55,0.275,500.0,0.763
26,60,1,182,75,Right,CB,59,0.23,500.0,0.512
23,61,6,170,63,Right,RM,55,0.2,1000.0,0.33
22,65,10,187,83,Right,CDM,55,0.275,1000.0,0.454
20,74,9,175,68,Left,RM,65,1.6,2000.0,2.9
19,68,13,175,68,Right,LB,55,0.275,500.0,0.516
20,68,11,180,74,Right,ST,57,0.375,750.0,0.544
23,71,7,174,70,Right,LM,64,1.2,2000.0,2.1
27,69,2,192,86,Left,CB,67,1.1,3000.0,1.8
21,75,9,175,70,Left,LB,66,1.8,2000.0,3.2
20,66,14,178,72,Right,CB,52,0.18,3000.0,0.419
23,71,6,193,81,Right,ST,65,1.1,6000.0,2.5
22,68,9,174,70,Right,LM,59,0.5,4000.0,1.2
23,67,6,182,73,Right,CM,61,0.525,2000.0,0.0
20,65,14,175,68,Right,LM,51,0.14,2000.0,0.319
20,66,16,170,66,Right,CAM,50,0.12,1000.0,0.273
19,70,17,179,72,Right,ST,53,0.24,500.0,0.45
19,65,14,180,76,Right,CM,51,0.14,500.0,0.263
19,75,11,167,61,Right,ST,64,1.3,500.0,3.1
23,59,4,180,74,Right,RM,55,0.18,2000.0,0.293
17,73,17,179,72,Right,ST,56,0.35,500.0,0.726
19,67,11,177,63,Left,CDM,56,0.3,800.0,0.495
26,63,3,183,84,Right,CB,60,0.275,500.0,0.612
20,60,8,178,80,Left,LB,52,0.17,750.0,0.247
21,72,9,173,67,Right,RM,63,1.1,2000.0,1.8
17,66,15,178,78,Left,LB,51,0.13,500.0,0.244
17,62,12,194,83,Right,GK,50,0.09,500.0,0.176
18,64,12,180,79,Right,ST,52,0.19,600.0,0.371
19,78,16,188,75,Right,GK,62,0.9,2000.0,2.3
22,57,6,186,80,Right,GK,51,0.08,1000.0,0.14
27,53,0,188,85,Right,ST,53,0.1,3000.0,0.155
17,55,7,180,67,Right,RW,48,0.09,500.0,0.158
21,52,3,181,77,Right,CB,49,0.06,1000.0,0.098
17,63,11,174,66,Right,CM,52,0.16,500.0,0.312
17,79,23,196,90,Right,GK,56,0.4,500.0,1.1
18,72,16,186,76,Left,GK,56,0.325,500.0,0.788
19,61,12,184,63,Right,CB,49,0.1,500.0,0.175
18,72,18,174,66,Right,CAM,54,0.275,500.0,0.763
19,72,15,184,72,Right,ST,57,0.4,1000.0,0.75
21,78,11,183,78,Right,ST,67,2.3,9000.0,5.3
19,59,8,183,73,Right,CM,51,0.13,500.0,0.306
19,78,11,173,70,Left,CM,67,2.2,3000.0,3.7
19,72,11,192,80,Right,CB,61,0.65,2000.0,1.1
