age,potential,growth,hieght,weight,foot,pos1,base_potential,market_value_millions,wages_dollars,release_clause
20,79,14,183,84,Right,ST,65,1.7,2000.0,3.2
17,70,13,185,76,Right,CAM,57,0.375,500.0,0.891
26,63,1,177,73,Right,ST,62,0.475,2000.0,0.0
33,79,12,185,82,Right,CB,67,0.0,0.0,0.0
24,64,6,185,74,Right,RW,58,0.325,2000.0,0.699
22,77,9,187,87,Right,GK,68,2.3,3000.0,3.8
18,78,17,180,75,Left,ST,61,0.825,2000.0,0.0
20,72,14,181,68,Right,ST,58,0.5,5000.0,0.0
20,63,12,176,64,Left,CAM,51,0.14,4000.0,0.266
24,75,7,176,73,Left,LB,68,1.1,3000.0,2.0
28,73,0,184,75,Left,LB,73,2.8,12000.0,5.5
22,80,11,180,72,Right,ST,69,0.0,0.0,0.0
22,75,9,183,74,Right,RB,66,1.8,3000.0,3.6
21,68,8,188,79,Right,CB,60,0.525,950.0,1.2
17,76,20,189,86,Left,GK,56,0.35,500.0,0.84
22,64,5,177,60,Left,CDM,59,0.325,800.0,0.463
18,63,10,174,61,Right,ST,53,0.2,700.0,0.39
23,73,6,176,70,Right,RW,67,1.6,2000.0,3.7
24,63,2,179,69,Right,CM,61,0.425,3000.0,0.776
25,75,3,180,74,Right,RB,72,2.9,850.0,6.6
21,70,12,189,77,Right,CB,58,0.475,500.0,0.855
25,68,5,191,74,Left,ST,63,0.725,3000.0,0.961
23,86,6,178,67,Right,CB,80,30.0,900.0,69.0
25,72,4,195,76,Right,GK,68,1.3,8000.0,2.6
20,76,8,171,65,Left,RM,68,2.6,11000.0,0.0
33,58,0,172,71,Right,CM,58,0.13,3000.0,0.202
25,76,1,171,63,Right,RM,75,6.5,38000.0,12.8
23,72,6,176,70,Right,LW,66,1.4,1000.0,2.5
20,63,12,175,66,Right,CB,51,0.13,3000.0,0.247
19,67,16,174,68,Right,ST,51,0.15,2000.0,0.341
28,80,0,178,68,Left,CM,80,21.0,90000.0,39.9
17,81,18,185,73,Right,ST,63,1.2,4000.0,3.0
18,67,12,170,70,Right,CDM,55,0.275,750.0,0.646
19,79,12,180,67,Left,ST,67,2.4,7000.0,4.8
36,72,0,188,84,Right,GK,72,0.525,5000.0,1.1
20,77,12,178,64,Right,CDM,65,1.6,1000.0,2.6
21,62,8,178,72,Right,RM,54,0.24,2000.0,0.42
19,63,11,188,73,Left,ST,52,0.17,850.0,0.281
21,63,9,175,76,Left,LB,54,0.23,850.0,0.357
34,75,0,186,89,Right,ST,75,2.7,10000.0,3.9
21,70,9,181,73,Right,RM,61,0.725,4000.0,0.0
17,72,15,192,75,Right,CB,57,0.35,500.0,0.884
27,65,1,183,78,Left,CDM,64,0.6,2000.0,0.855
32,69,0,180,73,Right,ST,69,0.85,2000.0,1.3
29,71,0,180,76,Left,LWB,71,1.6,27000.0,3.2
20,79,15,178,69,Right,CDM,64,1.3,1000.0,0.0
20,81,8,180,73,Left,LWB,73,6.5,30000.0,13.7
28,69,0,177,76,Left,CB,69,1.2,10000.0,1.8
26,72,3,189,80,Right,CB,69,1.6,11000.0,0.0
20,74,11,175,68,Right,LM,63,1.1,850.0,2.0
22,84,9,178,74,Right,CM,75,12.5,40000.0,25.0
25,74,1,169,65,Right,LM,73,3.6,8000.0,5.9
21,73,11,175,68,Left,CDM,62,0.85,2000.0,0.0
28,65,1,197,92,Right,GK,64,0.475,2000.0,0.867
21,73,9,183,78,Right,CM,64,1.3,1000.0,3.0
17,76,22,180,75,Right,ST,54,0.35,500.0,0.788
21,61,6,179,80,Right,CDM,55,0.19,500.0,0.314
23,76,5,175,70,Left,LB,71,2.6,5000.0,4.9
23,76,6,185,73,Right,ST,70,2.5,13000.0,0.0
19,64,7,178,65,Right,CDM,57,0.3,1000.0,0.66
30,75,0,172,69,Right,RB,75,4.8,22000.0,9.1
19,79,17,188,70,Right,ST,62,1.0,10000.0,0.0
21,68,7,182,79,Right,ST,61,0.675,900.0,1.1
24,74,3,167,68,Left,RM,71,2.6,750.0,5.9
33,73,0,189,90,Right,ST,73,1.9,17000.0,2.7
20,61,9,171,67,Right,CDM,52,0.16,500.0,0.248
16,73,16,170,72,Right,RM,57,0.4,500.0,0.95
23,64,6,186,73,Right,LM,58,0.325,2000.0,0.504
25,82,2,183,72,Right,RB,80,24.5,100000.0,48.4
41,70,0,169,68,Right,ST,70,0.0,5000.0,0.0
17,61,12,182,65,Right,RW,49,0.11,500.0,0.193
20,71,11,174,70,Right,CF,60,0.55,3000.0,0.0
18,72,14,178,70,Right,ST,58,0.475,1000.0,1.0
24,68,5,179,76,Right,RWB,63,0.675,800.0,0.962
28,78,0,172,67,Right,CF,78,14.5,56000.0,27.6
20,65,10,166,65,Right,RW,55,0.275,1000.0,0.536
22,83,10,170,65,Right,LM,73,7.0,7000.0,11.9
18,80,18,180,72,Right,ST,62,1.0,2000.0,2.6
22,75,8,194,83,Left,CB,67,2.1,3000.0,3.5
21,53,5,173,67,Right,CM,48,0.07,1000.0,0.114
28,60,1,191,83,Right,CB,59,0.21,500.0,0.32
17,78,23,193,77,Right,ST,55,0.4,900.0,1.2
19,57,7,176,68,Right,CM,50,0.09,500.0,0.158
22,67,8,186,78,Left,RM,59,0.5,2000.0,0.9
34,74,0,170,63,Left,CAM,74,2.0,49000.0,3.8
20,76,13,173,62,Left,CAM,63,0.7,800.0,1.5
20,74,11,185,73,Left,CM,63,1.0,5000.0,2.1
28,72,0,175,71,Right,ST,72,2.4,1000.0,5.3
31,83,0,175,65,Right,GK,83,19.0,1000.0,39.9
31,73,0,170,71,Right,CDM,73,2.1,33000.0,3.6
17,68,15,187,80,Right,CB,53,0.2,500.0,0.395
30,74,0,191,90,Left,CB,74,3.5,20000.0,6.7
22,71,7,188,86,Right,GK,64,1.0,1000.0,1.7
30,72,0,179,76,Right,LW,72,2.3,9000.0,0.0
22,62,10,172,62,Right,CM,52,0.18,3000.0,0.333
26,65,2,195,74,Right,CB,63,0.525,2000.0,0.748
21,56,8,185,75,Right,CB,48,0.1,1000.0,0.175
28,63,0,185,75,Right,CB,63,0.425,1000.0,0.744
34,75,0,180,78,Left,CF,75,2.7,34000.0,5.1
19,68,11,178,72,Left,CM,57,0.35,600.0,0.508
33,85,4,182,78,Left,CAM,81,0.0,0.0,0.0
31,67,0,170,67,Right,CAM,67,0.85,3000.0,1.1
26,69,0,186,82,Right,CB,69,1.3,8000.0,2.5
21,70,10,188,80,Left,CDM,60,0.525,950.0,0.866
21,82,10,175,66,Right,CM,72,5.0,5000.0,10.0
23,72,7,188,80,Left,LB,65,1.4,2000.0,2.0
33,69,0,185,88,Left,CB,69,0.675,12000.0,1.3
24,79,7,175,70,Right,CM,72,4.7,30000.0,9.4
20,76,14,196,90,Right,ST,62,0.975,5000.0,2.5
19,67,12,186,76,Right,CB,55,0.275,550.0,0.0
23,70,5,175,80,Right,CDM,65,1.0,3000.0,1.8
24,76,4,180,72,Right,RB,72,3.1,7000.0,4.3
19,70,12,176,70,Right,ST,58,0.475,900.0,0.831
21,80,9,179,68,Left,CF,71,4.2,8000.0,6.9
30,83,0,172,66,Right,CF,83,35.5,25000.0,71.0
31,77,0,182,76,Right,CAM,77,8.5,33000.0,14.5
29,66,0,173,68,Left,CAM,66,0.85,2000.0,1.1
35,67,0,181,70,Left,LB,67,0.325,500.0,0.699
21,63,6,177,70,Right,RWB,57,0.25,950.0,0.363
21,65,8,193,85,Right,ST,57,0.375,800.0,0.581
25,67,3,181,79,Left,LB,64,0.725,500.0,1.6
22,75,6,194,84,Right,CB,69,2.0,16000.0,0.0
22,74,9,182,72,Right,RM,65,1.6,3000.0,0.0
29,70,0,185,85,Right,ST,70,1.8,5000.0,3.8
26,78,3,188,73,Right,CDM,75,6.5,33000.0,12.8
20,75,15,184,70,Right,CB,60,0.55,500.0,1.6
31,69,0,182,76,Right,CAM,69,1.2,500.0,2.6
36,68,0,183,78,Right,ST,68,0.4,5000.0,0.683
21,72,8,191,83,Right,CB,64,1.2,2000.0,2.8
31,61,0,165,64,Left,RM,61,0.275,500.0,0.591
22,70,12,181,70,Right,GK,58,0.45,900.0,0.788
19,74,16,191,80,Right,GK,58,0.475,2000.0,1.2
25,69,3,182,73,Right,RB,66,1.0,3000.0,1.4
21,70,8,178,67,Right,CM,62,0.9,2000.0,1.8
24,69,5,198,92,Right,ST,64,0.9,2000.0,1.4
18,70,15,188,75,Right,RM,55,0.3,500.0,0.563
18,81,20,165,65,Left,GK,61,0.8,500.0,2.4
24,63,6,191,86,Left,GK,57,0.21,500.0,0.305
20,72,13,173,72,Right,CDM,59,0.525,500.0,1.1
20,78,13,187,78,Left,LB,65,1.6,2000.0,3.3
22,67,8,178,70,Right,CM,59,0.5,1000.0,0.875
23,74,6,177,78,Right,LM,68,1.9,15000.0,0.0
23,66,5,178,65,Right,ST,61,0.5,3000.0,0.913
23,68,0,172,68,Right,GK,68,1.0,500.0,2.1
35,65,0,181,78,Right,RB,65,0.22,500.0,0.473
18,74,18,174,66,Right,LM,56,0.35,900.0,0.744
18,74,15,176,70,Right,RB,59,0.5,500.0,0.938
19,72,13,195,78,Right,CB,59,0.5,500.0,0.938
37,83,0,184,82,Right,CB,83,6.5,28000.0,13.7
18,72,18,183,74,Left,ST,54,0.275,900.0,0.516
22,59,8,170,64,Right,CAM,51,0.13,1000.0,0.228
19,71,11,170,62,Right,CM,60,0.525,800.0,0.919
23,77,6,177,71,Left,CM,71,2.9,18000.0,5.5
30,81,0,157,54,Right,CM,81,24.5,1000.0,51.5
22,87,5,185,77,Left,LB,82,43.5,59000.0,75.0
32,69,0,188,74,Left,CM,69,1.1,9000.0,2.0
21,64,7,185,75,Right,CM,57,0.325,2000.0,0.634
24,75,3,185,80,Right,CDM,72,2.9,9000.0,4.6
34,70,0,184,77,Right,CB,70,0.525,20000.0,0.84
19,80,16,185,66,Right,CB,64,1.4,1000.0,3.0
40,71,0,191,88,Right,GK,71,0.24,2000.0,0.348
20,72,7,160,60,Right,CAM,65,1.4,2000.0,2.4
19,65,13,178,64,Right,CM,52,0.19,1000.0,0.451
16,77,18,183,75,Right,RB,59,0.55,500.0,1.1
21,73,11,176,68,Right,RM,62,0.9,2000.0,1.5
19,77,17,177,69,Right,CAM,60,0.625,900.0,1.3
19,68,11,190,97,Right,CB,57,0.325,1000.0,0.536
31,89,0,187,85,Right,GK,89,54.5,220000.0,111.7
27,80,0,177,75,Right,RB,80,20.5,34000.0,39.0
33,64,0,174,76,Right,CM,64,0.35,2000.0,0.613
22,63,0,172,67,Right,CB,63,0.5,3000.0,0.975
31,66,0,190,84,Left,CB,66,0.575,6000.0,0.891
22,57,10,173,66,Right,CM,47,0.1,500.0,0.155
29,68,0,179,70,Right,ST,68,1.2,4000.0,2.2
30,79,0,168,60,Right,CAM,79,17.0,1000.0,35.7
18,80,12,177,71,Right,CB,68,2.6,2000.0,4.4
30,71,0,175,67,Right,RWB,71,1.6,20000.0,3.2
21,57,8,188,81,Right,CB,49,0.1,500.0,0.175
31,75,0,184,73,Right,LM,75,4.7,15000.0,9.4
18,73,18,180,75,Right,RW,55,0.325,1000.0,0.642
21,58,9,162,62,Right,CM,49,0.1,2000.0,0.185
24,67,5,175,69,Left,LB,62,0.55,950.0,1.0
17,77,9,172,57,Right,CM,68,2.5,500.0,5.8
29,74,0,188,83,Right,CB,74,3.5,23000.0,4.6
25,68,2,177,71,Right,RB,66,0.975,2000.0,2.1
28,63,0,185,76,Right,CM,63,0.475,2000.0,0.736
25,69,3,186,82,Right,CAM,66,1.1,6000.0,2.4
29,76,0,180,78,Right,CM,76,4.9,70000.0,0.0
19,63,14,168,60,Right,LW,49,0.11,500.0,0.217
19,63,12,183,77,Right,GK,51,0.12,900.0,0.234
22,69,7,174,68,Left,CDM,62,0.75,950.0,1.2
19,57,8,190,72,Right,RB,49,0.1,500.0,0.175
20,76,13,195,78,Right,GK,63,1.0,6000.0,0.0
21,69,12,182,78,Right,LM,57,0.4,600.0,0.7
18,72,18,187,75,Right,CB,54,0.25,500.0,0.469
22,73,9,189,76,Left,GK,64,1.1,6000.0,2.3
24,56,5,180,74,Left,LB,51,0.08,500.0,0.114
20,81,14,192,83,Left,CB,67,2.3,10000.0,6.2
18,62,12,173,62,Right,CM,50,0.11,800.0,0.215
30,69,0,194,90,Right,CB,69,1.1,7000.0,2.4
18,69,12,188,75,Right,GK,57,0.325,600.0,0.618
27,66,0,175,71,Right,ST,66,0.925,8000.0,1.3
28,76,0,181,81,Right,CDM,76,6.5,31000.0,12.4
35,73,0,167,60,Right,LM,73,1.2,3000.0,1.9
19,79,15,175,71,Left,CM,64,1.4,500.0,4.0
21,67,7,188,77,Left,CB,60,0.475,2000.0,1.0
26,75,3,192,86,Right,CB,72,2.7,13000.0,4.5
20,79,12,186,77,Right,CB,67,2.3,2000.0,0.0
28,67,0,193,78,Right,CB,67,0.875,7000.0,1.6
33,78,0,183,86,Right,CDM,78,4.2,40000.0,8.0
18,84,14,170,60,Left,LW,70,3.7,8000.0,9.3
26,84,0,180,73,Right,LW,84,46.0,165000.0,85.1
23,68,7,178,75,Right,ST,61,0.675,2000.0,1.1
18,62,12,177,73,Right,ST,50,0.11,500.0,0.171
25,73,3,188,88,Right,ST,70,2.1,14000.0,3.5
22,68,5,175,70,Right,CM,63,0.725,2000.0,1.1
21,77,10,170,67,Left,RM,67,2.3,12000.0,0.0
38,74,0,194,92,Right,GK,74,0.0,9000.0,0.0
22,68,8,179,66,Right,CAM,60,0.55,8000.0,1.2
19,66,10,192,83,Right,ST,56,0.3,1000.0,0.585
21,80,8,177,75,Right,CM,72,5.0,1000.0,8.0
22,60,5,185,78,Right,CB,55,0.18,3000.0,0.0
17,74,18,173,65,Left,ST,56,0.35,500.0,0.656
27,70,0,177,86,Left,LB,70,1.5,6000.0,2.3
30,68,0,170,68,Right,CDM,68,1.0,500.0,2.2
24,66,3,174,57,Left,LM,63,0.65,5000.0,1.1
38,73,0,181,78,Right,CM,73,0.95,10000.0,1.4
21,84,9,183,63,Left,RM,75,12.5,31000.0,26.3
18,69,13,170,65,Left,ST,56,0.325,500.0,0.707
27,78,0,180,77,Right,ST,78,15.0,49000.0,25.5
18,72,18,180,76,Right,CM,54,0.275,750.0,0.653
28,81,0,189,90,Right,ST,81,26.5,59000.0,42.4
23,66,7,185,75,Left,LB,59,0.425,1000.0,0.701
28,75,1,184,80,Right,CB,74,4.0,25000.0,6.9
32,75,7,171,70,Right,CAM,68,0.0,0.0,0.0
29,67,0,171,60,Left,LB,67,0.9,3000.0,1.4
21,78,9,177,64,Right,RB,69,3.0,8000.0,5.1
29,68,0,175,74,Left,LB,68,1.1,500.0,2.4
26,78,1,185,77,Right,CM,77,12.5,29000.0,22.2
19,83,10,185,81,Right,CDM,73,6.0,8000.0,10.2
16,76,18,182,70,Right,CB,58,0.475,500.0,1.2
26,74,1,186,81,Right,CAM,73,3.6,10000.0,0.0
19,71,12,177,73,Right,CAM,59,0.525,2000.0,0.84
24,68,3,182,75,Right,ST,65,1.0,3000.0,1.8
33,70,0,181,73,Left,CM,70,0.0,0.0,0.0
19,72,15,180,70,Left,LM,57,0.4,500.0,0.87
18,66,16,170,64,Right,RB,50,0.06,2000.0,0.0
25,82,1,180,72,Left,RW,81,31.0,68000.0,55.0
22,61,6,185,78,Right,RB,55,0.19,550.0,0.333
18,85,19,175,66,Right,CB,66,2.0,500.0,0.0
22,71,8,182,78,Right,ST,63,1.1,2000.0,2.0
20,70,15,185,78,Right,GK,55,0.275,500.0,0.516
21,78,9,172,60,Right,CAM,69,3.1,5000.0,5.1
23,78,8,180,81,Right,CB,70,3.3,18000.0,6.9
25,62,1,188,78,Right,GK,61,0.3,900.0,0.458
19,66,12,183,76,Left,ST,54,0.25,1000.0,0.513
27,74,2,183,72,Right,CB,72,2.5,10000.0,3.9
31,76,0,193,80,Right,CB,76,5.0,23000.0,8.3
26,64,1,188,77,Right,ST,63,0.575,2000.0,1.0
17,68,13,179,70,Left,CAM,55,0.3,500.0,0.638
21,81,6,162,60,Right,RB,75,8.5,550.0,20.4
19,80,9,192,78,Right,CB,71,3.8,8000.0,7.6
33,66,0,175,72,Right,RW,66,0.4,2000.0,0.0
24,87,4,194,95,Right,CB,83,47.0,105000.0,90.5
32,78,0,185,75,Left,LB,78,9.5,28000.0,17.1
28,72,0,180,76,Right,CAM,72,2.4,11000.0,4.0
19,59,9,184,79,Right,CAM,50,0.1,650.0,0.145
17,70,18,185,75,Right,ST,52,0.2,500.0,0.415
22,65,8,188,84,Right,CB,57,0.35,1000.0,0.578
38,64,0,188,76,Right,CB,64,0.1,1000.0,0.175
28,69,0,175,71,Right,RB,69,1.3,5000.0,2.1
22,79,8,186,76,Right,CDM,71,4.0,22000.0,7.2
26,62,3,170,63,Right,CAM,59,0.3,1000.0,0.548
18,74,10,181,73,Right,CDM,64,1.2,550.0,2.8
26,64,1,182,75,Left,LWB,63,0.525,4000.0,0.958
22,70,9,188,80,Right,GK,61,0.65,3000.0,1.5
31,66,0,190,76,Right,GK,66,0.425,1000.0,0.531
20,66,11,166,56,Right,ST,55,0.275,500.0,0.646
21,70,10,170,72,Right,RB,60,0.525,1000.0,0.919
25,78,2,187,70,Right,RB,76,8.5,36000.0,0.0
29,58,0,189,80,Right,ST,58,0.2,1000.0,0.27
18,82,17,173,71,Right,CM,65,1.8,2000.0,4.7
30,69,0,189,79,Right,CB,69,1.1,2000.0,1.8
25,77,3,192,83,Left,CB,74,5.0,25000.0,0.0
20,84,13,174,62,Left,CF,71,4.5,32000.0,0.0
33,74,0,186,79,Right,ST,74,2.7,23000.0,5.9
31,81,0,184,79,Right,ST,81,22.0,54000.0,39.6
22,63,6,175,70,Left,CDM,57,0.24,1000.0,0.396
22,57,8,177,71,Right,GK,49,0.09,2000.0,0.167
21,66,8,192,88,Right,ST,58,0.19,2000.0,0.276
20,75,13,183,75,Right,CB,62,0.9,6000.0,0.0
21,83,8,182,70,Right,ST,75,12.5,52000.0,26.3
30,81,0,185,83,Right,ST,81,25.5,21000.0,51.0
29,73,0,180,76,Right,ST,73,3.0,23000.0,6.3
22,62,5,194,95,Right,GK,57,0.1,2000.0,0.0
20,78,17,181,75,Right,CB,61,0.8,3000.0,2.2
23,82,7,181,78,Right,RWB,75,10.5,8000.0,24.2
25,79,2,172,70,Left,RM,77,13.0,27000.0,23.1
19,68,15,180,70,Right,RB,53,0.21,1000.0,0.488
17,67,16,175,68,Right,CM,51,0.15,500.0,0.356
21,75,11,182,75,Right,RM,64,1.3,2000.0,2.6
25,82,4,190,80,Right,CB,78,17.5,78000.0,31.1
20,70,14,183,74,Right,CB,56,0.325,500.0,0.609
19,74,16,173,72,Right,CDM,58,0.5,500.0,1.4
25,74,2,191,81,Right,CDM,72,2.6,6000.0,4.0
35,74,0,201,93,Right,GK,74,0.475,28000.0,0.903
20,83,13,184,68,Right,CB,70,3.6,4000.0,9.8
17,70,14,190,80,Right,GK,56,0.275,500.0,0.571
21,78,9,176,71,Right,LM,69,3.1,3000.0,5.1
25,76,5,173,62,Left,LB,71,2.6,600.0,5.9
26,71,2,186,81,Right,CB,69,1.5,11000.0,3.1
20,67,10,180,74,Right,CM,57,0.35,1000.0,0.595
21,80,13,188,78,Right,CM,67,2.5,1000.0,5.6
18,73,10,172,66,Right,CAM,63,1.0,500.0,2.3
29,66,0,190,86,Right,ST,66,0.85,500.0,1.9
27,66,2,187,82,Right,CB,64,0.625,1000.0,0.891
19,86,12,178,71,Left,RW,74,10.0,12000.0,0.0
35,68,0,177,70,Left,LB,68,0.375,700.0,0.506
19,64,10,167,57,Right,CM,54,0.23,500.0,0.357
28,79,0,180,77,Left,RM,79,17.5,87000.0,33.3
21,69,12,188,81,Left,GK,57,0.35,850.0,0.683
29,69,0,193,94,Left,GK,69,0.95,13000.0,1.8
28,83,0,185,75,Left,CB,83,31.5,68000.0,53.6
18,72,11,170,65,Right,LM,61,0.7,550.0,1.2
18,75,16,176,75,Right,RB,59,0.55,500.0,1.5
30,62,0,174,73,Right,RB,62,0.35,850.0,0.438
25,68,3,184,76,Right,RWB,65,0.875,2000.0,1.6
20,72,11,172,64,Left,CM,61,0.725,500.0,1.7
19,74,13,181,69,Right,ST,61,0.775,2000.0,0.0
22,76,5,186,73,Right,CDM,71,2.6,5000.0,4.0
25,75,3,183,83,Right,RB,72,2.9,15000.0,0.0
20,72,11,190,77,Right,GK,61,0.625,1000.0,1.1
33,69,0,178,66,Right,RB,69,0.425,5000.0,0.0
34,66,0,184,80,Right,LB,66,0.325,4000.0,0.406
20,73,11,178,73,Right,ST,62,0.5,4000.0,0.0
29,70,0,184,84,Right,ST,70,1.6,8000.0,2.6
19,70,16,186,75,Right,ST,54,0.275,550.0,0.516
18,72,18,178,72,Right,RB,54,0.25,500.0,0.481
33,76,0,178,70,Right,LM,76,1.9,35000.0,0.0
29,86,0,177,75,Left,CF,86,68.0,130000.0,115.6
21,69,6,188,80,Left,CDM,63,0.7,1000.0,1.1
24,67,4,178,73,Right,ST,63,0.0,0.0,0.0
31,62,0,196,92,Right,ST,62,0.325,4000.0,0.569
28,68,1,188,85,Right,CB,67,0.975,3000.0,1.8
22,67,6,181,76,Right,CAM,61,0.525,3000.0,1.0
25,70,4,180,75,Right,CDM,66,1.1,2000.0,1.7
24,74,5,181,82,Left,CAM,69,2.1,550.0,4.8
20,74,13,180,64,Left,LM,61,0.8,500.0,1.7
18,84,18,175,74,Right,ST,66,2.2,2000.0,0.0
19,69,12,175,70,Right,CAM,57,0.4,950.0,0.58
27,70,1,183,76,Right,GK,69,0.95,6000.0,0.0
21,66,6,184,72,Right,CM,60,0.4,2000.0,0.94
26,69,1,176,70,Right,RB,68,1.3,5000.0,2.0
21,71,7,169,70,Left,LB,64,1.1,2000.0,1.9
18,57,10,180,65,Right,CB,47,0.09,800.0,0.158
18,78,18,188,78,Right,GK,60,0.55,500.0,1.5
33,73,0,185,84,Right,ST,73,1.9,39000.0,3.8
17,73,13,190,80,Right,GK,60,0.475,500.0,1.1
24,75,5,190,75,Right,CB,70,2.2,11000.0,0.0
23,77,6,170,69,Right,CAM,71,3.0,9000.0,5.0
26,62,1,181,75,Right,CM,61,0.375,1000.0,0.497
30,65,0,193,80,Left,ST,65,0.7,1000.0,1.1
23,72,8,187,79,Right,CB,64,1.2,2000.0,2.0
26,64,1,182,76,Right,ST,63,0.575,500.0,1.3
33,79,0,185,85,Left,CM,79,11.0,21000.0,17.1
21,75,5,181,69,Left,CAM,70,1.5,30000.0,0.0
31,74,9,181,76,Right,CB,65,0.0,0.0,0.0
20,65,10,171,60,Left,RM,55,0.275,550.0,0.481
18,80,18,180,71,Right,RB,62,0.975,500.0,2.0
20,79,10,182,75,Right,RB,69,2.9,7000.0,6.4
18,81,17,180,70,Right,RW,64,1.5,2000.0,0.0
32,73,0,188,79,Right,CDM,73,2.0,7000.0,2.9
33,60,0,181,82,Left,ST,60,0.16,800.0,0.248
36,73,0,172,66,Right,RB,73,0.675,7000.0,1.4
23,71,7,181,71,Left,LB,64,1.1,2000.0,2.2
28,84,0,184,74,Right,CM,84,42.0,85000.0,86.1
20,64,10,185,82,Right,GK,54,0.2,850.0,0.33
30,71,0,185,82,Right,ST,71,1.8,6000.0,2.3
27,70,0,182,76,Right,LM,70,1.7,12000.0,2.6
20,69,11,184,74,Left,LW,58,0.45,550.0,0.788
35,69,0,196,95,Right,CB,69,0.25,4000.0,0.375
25,76,2,171,70,Right,CM,74,5.5,13000.0,8.7
26,68,0,185,70,Left,RM,68,1.3,8000.0,2.1
25,74,1,175,73,Right,LM,73,3.6,1000.0,8.2
19,76,11,173,72,Left,CAM,65,1.5,2000.0,2.6
27,66,0,188,78,Right,ST,66,0.925,11000.0,0.0
34,79,0,183,80,Right,GK,79,3.0,34000.0,4.8
26,87,3,188,82,Right,CB,84,49.0,135000.0,87.0
20,77,12,187,80,Right,CB,65,1.6,3000.0,2.9
22,78,10,185,75,Right,CB,68,2.5,15000.0,5.0
22,73,7,180,78,Left,CAM,66,1.7,5000.0,3.6
25,58,0,185,75,Left,CB,58,0.2,2000.0,0.35
18,73,12,161,56,Left,CAM,61,0.75,800.0,1.8
26,73,3,174,69,Left,LB,70,1.9,7000.0,3.0
25,87,4,185,79,Right,CB,83,45.5,95000.0,89.9
20,69,10,184,72,Right,LM,59,0.5,950.0,0.825
23,75,7,170,63,Right,ST,68,2.4,500.0,5.5
29,68,0,179,70,Left,LM,68,1.2,500.0,2.6
25,80,3,176,72,Right,RB,77,13.0,37000.0,23.1
23,71,5,190,87,Right,ST,66,1.3,5000.0,2.1
35,76,0,173,64,Right,GK,76,0.825,500.0,1.7
33,63,0,183,71,Right,CB,63,0.15,2000.0,0.263
24,66,4,179,65,Right,CB,62,0.525,1000.0,0.748
22,74,8,190,80,Right,CB,66,1.8,9000.0,0.0
22,73,8,181,70,Right,RW,65,1.6,3000.0,2.3
23,78,5,175,70,Right,ST,73,4.7,14000.0,8.8
21,77,8,185,67,Right,ST,69,0.925,8000.0,0.0
26,74,2,187,78,Right,CB,72,2.6,6000.0,5.7
24,62,4,185,92,Right,ST,58,0.3,500.0,0.488
19,68,10,193,85,Right,ST,58,0.45,800.0,0.743
28,70,0,185,73,Right,CAM,70,1.6,11000.0,3.0
20,72,11,173,67,Right,RM,61,0.725,850.0,1.4
25,70,2,178,71,Left,LB,68,1.4,2000.0,2.3
17,75,13,169,63,Right,RM,62,0.9,500.0,2.5
20,78,10,170,59,Right,RW,68,2.6,12000.0,5.5
21,73,9,186,81,Right,CB,64,1.2,4000.0,2.8
19,68,11,177,75,Right,CM,57,0.35,800.0,0.683
19,63,11,183,79,Left,CB,52,0.16,850.0,0.312
36,68,0,185,81,Right,ST,68,0.4,5000.0,0.569
32,77,0,180,80,Left,CB,77,7.0,77000.0,11.9
18,73,16,180,78,Left,CB,57,0.4,500.0,1.1
25,64,2,200,89,Right,CB,62,0.45,700.0,0.731
18,73,14,193,84,Left,ST,59,0.525,950.0,1.1
25,71,2,187,84,Right,CM,69,1.7,500.0,0.0
19,74,10,188,75,Left,ST,64,1.3,3000.0,2.9
19,71,12,170,64,Right,ST,59,0.55,1000.0,1.0
30,64,0,188,78,Right,GK,64,0.4,4000.0,0.0
17,68,18,174,68,Right,CDM,50,0.11,500.0,0.217
17,76,19,185,74,Right,CB,57,0.375,500.0,0.797
19,68,7,177,63,Right,LM,61,0.65,500.0,1.5
23,66,6,181,69,Right,LW,60,0.4,850.0,0.58
26,68,1,173,70,Right,CM,67,1.2,5000.0,2.3
21,70,12,194,92,Left,CB,58,0.475,2000.0,0.0
26,75,2,179,72,Right,CDM,73,3.4,7000.0,5.4
20,69,11,192,75,Right,RM,58,0.45,1000.0,0.743
36,71,0,166,64,Right,CDM,71,0.375,2000.0,0.506
21,67,9,180,75,Right,CB,58,0.425,1000.0,0.765
29,75,0,178,78,Left,RW,75,5.5,26000.0,0.0
35,65,0,183,90,Right,ST,65,0.3,4000.0,0.525
38,71,0,178,80,Left,LM,71,0.6,500.0,1.3
20,83,7,188,84,Right,ST,76,15.0,36000.0,28.5
19,76,17,188,82,Left,CAM,59,0.575,2000.0,1.2
17,75,15,193,82,Right,GK,60,0.475,500.0,1.2
20,64,7,183,78,Right,ST,57,0.325,500.0,0.78
28,73,0,183,77,Right,CM,73,3.0,37000.0,0.0
20,72,11,184,90,Right,GK,61,0.625,1000.0,1.1
24,63,4,186,78,Left,CB,59,0.3,650.0,0.398
19,86,13,162,56,Right,CM,73,7.0,500.0,19.1
22,73,8,178,72,Left,CAM,65,1.6,500.0,3.8
19,73,13,180,70,Right,CM,60,0.575,1000.0,1.2
22,75,5,183,67,Right,GK,70,2.0,500.0,4.4
19,81,12,171,73,Right,RB,69,3.2,3000.0,0.0
